,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0005057420000000867,2.0,20.0,False,20,0.1,190
1,1,0.8822128890000001,7.0,42.0,False,20,0.1,190
2,2,1.846682804,7.0,63.0,False,20,0.1,190
3,3,2.764115759,7.0,84.0,False,20,0.1,190
4,4,3.664198065,7.0,105.0,False,20,0.1,190
5,5,4.567558856000001,7.0,126.0,False,20,0.1,190
6,6,5.479891589,7.0,147.0,False,20,0.1,190
7,7,6.392518974000001,7.0,168.0,False,20,0.1,190
8,8,7.298547612,7.0,189.0,False,20,0.1,190
9,9,8.210910961,7.0,210.0,False,20,0.1,190
10,10,9.115219613,7.0,231.0,False,20,0.1,190
11,11,10.049494491,7.0,252.0,False,20,0.1,190
12,12,10.974131728,7.0,273.0,False,20,0.1,190
13,13,11.897855621,7.0,294.0,False,20,0.1,190
14,14,12.815910921,7.0,315.0,False,20,0.1,190
15,15,13.733893590000001,7.0,336.0,False,20,0.1,190
16,16,14.646337743000002,7.0,357.0,False,20,0.1,190
17,17,15.561268663000002,7.0,378.0,False,20,0.1,190
18,18,16.465147082999998,7.0,399.0,False,20,0.1,190
19,19,17.388129753999998,7.0,420.0,False,20,0.1,190
20,20,18.296950081,7.0,441.0,False,20,0.1,190
21,21,19.222441546,7.0,462.0,False,20,0.1,190
22,22,20.132848938,7.0,483.0,False,20,0.1,190
23,23,21.037566945,7.0,504.0,False,20,0.1,190
24,24,21.945298481,7.0,525.0,False,20,0.1,190
25,25,22.861960277999998,7.0,546.0,False,20,0.1,190
26,26,23.782762465999998,7.0,567.0,False,20,0.1,190
27,27,24.693298661,7.0,588.0,False,20,0.1,190
28,28,25.607362023999997,7.0,609.0,False,20,0.1,190
29,29,26.519557638,7.0,630.0,False,20,0.1,190
30,30,27.426434809,7.0,651.0,False,20,0.1,190
31,31,28.342141571,7.0,672.0,False,20,0.1,190
32,32,29.250685039999997,7.0,693.0,False,20,0.1,190
33,33,30.167120176999997,7.0,714.0,False,20,0.1,190
