,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.00016269300249405205,2.0,0.0,1,10
1,1,0.012590610000188462,2.0,2.0,1,10
2,2,0.012632106001547072,2.0,4.0,1,10
3,3,0.015741411996714305,2.0,6.0,1,10
4,4,0.0157815610000398,2.0,8.0,1,10
5,5,0.01877290999982506,2.0,10.0,1,10
6,6,0.018813968999893405,2.0,12.0,1,10
7,7,0.022038039001927245,2.0,14.0,1,10
8,8,0.022074551998230163,6.0,16.0,1,10
9,9,0.02634661999763921,6.0,18.0,1,10
10,10,0.02637848699669121,6.0,19.0,1,10
