,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.00013783599999994678,3.0,0.0,1,475
1,1,0.005153858999999983,3.0,2.0,1,475
2,2,0.005219158999999918,3.0,4.0,1,475
3,3,0.0052629969999999915,3.0,6.0,1,475
4,4,0.00530265799999996,3.0,8.0,1,475
5,5,0.005342050000000098,3.0,10.0,1,475
6,6,0.005380096999999973,3.0,12.0,1,475
7,7,0.005418922000000048,3.0,14.0,1,475
8,8,0.00545746799999991,3.0,16.0,1,475
9,9,0.005496619999999952,3.0,18.0,1,475
10,10,0.005535873999999996,3.0,20.0,1,475
11,11,0.005575139000000062,3.0,22.0,1,475
12,12,0.005614562000000101,3.0,24.0,1,475
13,13,0.005654341999999923,3.0,26.0,1,475
14,14,0.005694789000000089,3.0,28.0,1,475
15,15,0.0057378820000000275,3.0,30.0,1,475
16,16,0.005773712999999958,3.0,31.0,1,475
17,17,0.005815056999999957,4.0,33.0,1,475
18,18,0.005857137000000012,4.0,35.0,1,475
19,19,0.00590177599999997,4.0,37.0,1,475
20,20,0.005944457000000014,4.0,39.0,1,475
21,21,0.005988808999999984,4.0,41.0,1,475
22,22,0.006032046999999929,4.0,43.0,1,475
23,23,0.006078384000000048,4.0,45.0,1,475
24,24,0.006122991000000022,4.0,47.0,1,475
25,25,0.006170157999999981,4.0,49.0,1,475
26,26,0.00933857700000007,4.0,51.0,1,475
27,27,0.009399967000000009,4.0,53.0,1,475
28,28,0.009451389000000088,4.0,55.0,1,475
29,29,0.009499198999999958,4.0,57.0,1,475
30,30,0.00954621500000008,4.0,59.0,1,475
31,31,0.009592854000000095,4.0,61.0,1,475
32,32,0.009642625000000127,4.0,63.0,1,475
33,33,0.00968349600000007,4.0,64.0,1,475
34,34,0.00973073499999999,4.0,66.0,1,475
35,35,0.00978017199999992,4.0,68.0,1,475
36,36,0.009829206000000035,4.0,70.0,1,475
37,37,0.009877026000000066,4.0,72.0,1,475
38,38,0.00992460499999992,4.0,74.0,1,475
39,39,0.009972619000000016,4.0,76.0,1,475
40,40,0.010021000000000058,4.0,78.0,1,475
