,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.00033912099999988676,3.0,10.0,10,0.3,95
1,1,0.005699750000000003,6.0,22.0,10,0.3,95
2,2,0.006359664999999959,6.0,33.0,10,0.3,95
3,3,0.007008860999999866,6.0,44.0,10,0.3,95
4,4,0.007657773000000034,6.0,55.0,10,0.3,95
5,5,0.00830519399999985,6.0,66.0,10,0.3,95
6,6,0.012222779999999878,6.0,77.0,10,0.3,95
7,7,0.01288309700000001,6.0,88.0,10,0.3,95
8,8,0.013536408,6.0,99.0,10,0.3,95
9,9,0.01419074599999992,6.0,110.0,10,0.3,95
10,10,0.014828596999999943,6.0,121.0,10,0.3,95
11,11,0.018456376999999913,6.0,132.0,10,0.3,95
12,12,0.019106808999999947,6.0,143.0,10,0.3,95
13,13,0.019742586000000006,6.0,154.0,10,0.3,95
14,14,0.02040983399999985,7.0,166.0,10,0.3,95
15,15,0.021141432999999932,7.0,177.0,10,0.3,95
16,16,0.025212800000000035,8.0,189.0,10,0.3,95
17,17,0.025874073999999858,8.0,200.0,10,0.3,95
18,18,0.026527206999999997,8.0,211.0,10,0.3,95
19,19,0.027180758999999943,8.0,222.0,10,0.3,95
20,20,0.027838918999999906,8.0,233.0,10,0.3,95
21,21,0.03158160099999985,8.0,244.0,10,0.3,95
22,22,0.03233488799999984,8.0,255.0,10,0.3,95
23,23,0.03300803199999991,8.0,266.0,10,0.3,95
24,24,0.03367456999999985,8.0,277.0,10,0.3,95
25,25,0.034332609000000014,8.0,288.0,10,0.3,95
26,26,0.04484214899999994,8.0,299.0,10,0.3,95
27,27,0.04552630400000002,8.0,310.0,10,0.3,95
28,28,0.04620179000000002,8.0,321.0,10,0.3,95
29,29,0.04685006599999997,8.0,332.0,10,0.3,95
30,30,0.0475434079999999,19.0,344.0,10,0.3,95
31,31,0.05132746999999993,19.0,355.0,10,0.3,95
32,32,0.052001865000000036,19.0,366.0,10,0.3,95
33,33,0.05278551099999995,19.0,377.0,10,0.3,95
34,34,0.05349218499999986,19.0,388.0,10,0.3,95
35,35,0.054211315999999954,19.0,399.0,10,0.3,95
36,36,0.058385982999999975,19.0,410.0,10,0.3,95
37,37,0.05907083699999993,19.0,421.0,10,0.3,95
38,38,0.059762482000000006,19.0,432.0,10,0.3,95
39,39,0.060444248000000034,19.0,443.0,10,0.3,95
40,40,0.06113866999999984,19.0,454.0,10,0.3,95
41,41,0.06501741800000005,19.0,465.0,10,0.3,95
42,42,0.06573528299999998,19.0,476.0,10,0.3,95
43,43,0.06643320799999985,19.0,487.0,10,0.3,95
44,44,0.06714185099999992,19.0,498.0,10,0.3,95
45,45,0.06783278399999992,19.0,509.0,10,0.3,95
46,46,0.07183449099999994,19.0,520.0,10,0.3,95
47,47,0.07253161699999988,19.0,531.0,10,0.3,95
48,48,0.07325275799999997,19.0,542.0,10,0.3,95
49,49,0.07395728700000004,19.0,553.0,10,0.3,95
50,50,0.07465335799999995,19.0,564.0,10,0.3,95
51,51,0.07882330699999995,19.0,575.0,10,0.3,95
52,52,0.07951013099999993,19.0,586.0,10,0.3,95
53,53,0.08018765800000005,19.0,597.0,10,0.3,95
54,54,0.08087112099999993,19.0,608.0,10,0.3,95
55,55,0.08153724099999993,19.0,619.0,10,0.3,95
56,56,0.08545669300000003,19.0,630.0,10,0.3,95
57,57,0.08615986900000006,19.0,641.0,10,0.3,95
58,58,0.08699019500000005,19.0,652.0,10,0.3,95
59,59,0.08798830499999988,19.0,663.0,10,0.3,95
60,60,0.08870935399999991,19.0,674.0,10,0.3,95
61,61,0.0929842219999999,19.0,685.0,10,0.3,95
62,62,0.09368639999999995,19.0,696.0,10,0.3,95
63,63,0.09438244499999993,19.0,707.0,10,0.3,95
64,64,0.09510147199999985,19.0,718.0,10,0.3,95
65,65,0.09578926099999996,19.0,729.0,10,0.3,95
66,66,0.10002749799999999,19.0,740.0,10,0.3,95
67,67,0.10073051099999986,19.0,751.0,10,0.3,95
68,68,0.10141757799999995,19.0,762.0,10,0.3,95
69,69,0.10211808200000005,19.0,773.0,10,0.3,95
70,70,0.10279873900000003,19.0,784.0,10,0.3,95
71,71,0.10686268399999999,21.0,796.0,10,0.3,95
72,72,0.10764106100000004,21.0,807.0,10,0.3,95
73,73,0.10839550399999998,21.0,818.0,10,0.3,95
74,74,0.10913529399999988,21.0,829.0,10,0.3,95
75,75,0.10993914399999993,21.0,840.0,10,0.3,95
76,76,0.11429377900000004,21.0,851.0,10,0.3,95
77,77,0.11500427099999988,21.0,862.0,10,0.3,95
78,78,0.11569711299999996,21.0,873.0,10,0.3,95
79,79,0.11640831600000001,21.0,884.0,10,0.3,95
80,80,0.11713270199999992,21.0,895.0,10,0.3,95
81,81,0.12163311599999993,21.0,906.0,10,0.3,95
82,82,0.12239873699999992,21.0,917.0,10,0.3,95
83,83,0.12311287699999984,21.0,928.0,10,0.3,95
84,84,0.12381379599999986,21.0,939.0,10,0.3,95
85,85,0.12450448400000003,21.0,950.0,10,0.3,95
86,86,0.12890669099999985,21.0,961.0,10,0.3,95
87,87,0.129619932,21.0,972.0,10,0.3,95
88,88,0.13033069099999994,21.0,983.0,10,0.3,95
89,89,0.13119616,21.0,994.0,10,0.3,95
90,90,0.13199740400000004,21.0,1005.0,10,0.3,95
91,91,0.13644048899999994,21.0,1016.0,10,0.3,95
92,92,0.137155331,21.0,1027.0,10,0.3,95
93,93,0.13786519399999997,21.0,1038.0,10,0.3,95
94,94,0.13856339699999998,21.0,1049.0,10,0.3,95
95,95,0.1392745339999999,21.0,1060.0,10,0.3,95
96,0,0.00033912099999988676,3.0,30.0,30,0.3,95
97,1,0.005699750000000003,9.0,62.0,30,0.3,95
98,2,0.006359664999999959,9.0,93.0,30,0.3,95
99,3,0.007008860999999866,47.0,125.0,30,0.3,95
100,4,0.007657773000000034,47.0,156.0,30,0.3,95
101,5,0.00830519399999985,52.0,188.0,30,0.3,95
102,6,0.012222779999999878,52.0,219.0,30,0.3,95
103,7,0.01288309700000001,52.0,250.0,30,0.3,95
104,8,0.013536408,52.0,281.0,30,0.3,95
105,9,0.01419074599999992,52.0,312.0,30,0.3,95
106,10,0.014828596999999943,52.0,343.0,30,0.3,95
107,11,0.018456376999999913,52.0,374.0,30,0.3,95
108,12,0.019106808999999947,52.0,405.0,30,0.3,95
109,13,0.019742586000000006,52.0,436.0,30,0.3,95
110,14,0.02040983399999985,52.0,467.0,30,0.3,95
111,15,0.021141432999999932,52.0,498.0,30,0.3,95
112,16,0.025212800000000035,52.0,529.0,30,0.3,95
113,17,0.025874073999999858,52.0,560.0,30,0.3,95
114,18,0.026527206999999997,54.0,592.0,30,0.3,95
115,19,0.027180758999999943,54.0,623.0,30,0.3,95
116,20,0.027838918999999906,54.0,654.0,30,0.3,95
117,21,0.03158160099999985,54.0,685.0,30,0.3,95
118,22,0.03233488799999984,56.0,717.0,30,0.3,95
119,23,0.03300803199999991,56.0,748.0,30,0.3,95
120,24,0.03367456999999985,56.0,779.0,30,0.3,95
121,25,0.034332609000000014,56.0,810.0,30,0.3,95
122,26,0.04484214899999994,56.0,841.0,30,0.3,95
123,27,0.04552630400000002,56.0,872.0,30,0.3,95
