,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.11403434000000012,280.0,400.0,400,0.1,190
1,1,0.24551832900000004,244.0,802.0,400,0.1,190
2,2,0.37481213700000016,244.0,1203.0,400,0.1,190
3,3,0.5019409320000001,244.0,1604.0,400,0.1,190
4,4,0.629243829,240.0,2006.0,400,0.1,190
5,5,0.756734411,238.0,2408.0,400,0.1,190
6,6,0.885714036,238.0,2809.0,400,0.1,190
7,7,1.012655819,238.0,3210.0,400,0.1,190
8,8,1.1398427359999999,233.0,3612.0,400,0.1,190
9,9,1.2655144489999999,233.0,4013.0,400,0.1,190
10,10,1.393489781,233.0,4414.0,400,0.1,190
11,11,1.525161329,233.0,4815.0,400,0.1,190
12,12,1.654112053,232.0,5217.0,400,0.1,190
13,13,1.782715295,232.0,5618.0,400,0.1,190
14,14,1.912888073,232.0,6019.0,400,0.1,190
15,15,2.043749992,231.0,6421.0,400,0.1,190
16,16,2.1761885960000003,231.0,6822.0,400,0.1,190
17,17,2.307699269,227.0,7224.0,400,0.1,190
18,18,2.441682293,227.0,7625.0,400,0.1,190
19,19,2.574794205,227.0,8026.0,400,0.1,190
20,20,2.7082058250000003,225.0,8428.0,400,0.1,190
21,21,2.845415354,225.0,8829.0,400,0.1,190
22,22,2.974089761,225.0,9230.0,400,0.1,190
23,23,3.103486212,225.0,9631.0,400,0.1,190
24,24,3.230930463,225.0,10032.0,400,0.1,190
25,25,3.360431343,225.0,10433.0,400,0.1,190
26,26,3.489187536,220.0,10835.0,400,0.1,190
27,27,3.618479946,220.0,11236.0,400,0.1,190
28,28,3.74678311,217.0,11638.0,400,0.1,190
29,29,3.87674272,209.0,12040.0,400,0.1,190
30,30,4.0062363020000005,209.0,12441.0,400,0.1,190
31,31,4.138875296,209.0,12842.0,400,0.1,190
32,32,4.267728211,209.0,13243.0,400,0.1,190
33,33,4.396911395,209.0,13644.0,400,0.1,190
34,34,4.525548555,209.0,14045.0,400,0.1,190
35,35,4.655833829,209.0,14446.0,400,0.1,190
36,36,4.786230954,205.0,14848.0,400,0.1,190
37,37,4.917953338,205.0,15249.0,400,0.1,190
38,38,5.046500681,205.0,15650.0,400,0.1,190
39,39,5.173978326,205.0,16051.0,400,0.1,190
40,40,5.305651976,204.0,16453.0,400,0.1,190
41,41,5.438099623,204.0,16854.0,400,0.1,190
42,42,5.567734701,204.0,17255.0,400,0.1,190
43,43,5.696831278,200.0,17657.0,400,0.1,190
44,44,5.824475317,200.0,18058.0,400,0.1,190
45,45,5.953086359,199.0,18460.0,400,0.1,190
46,46,6.080764756,199.0,18861.0,400,0.1,190
47,47,6.206190683,199.0,19262.0,400,0.1,190
48,48,6.336702741,197.0,19664.0,400,0.1,190
49,49,6.466682618,197.0,20065.0,400,0.1,190
50,50,6.596421487000001,197.0,20466.0,400,0.1,190
51,51,6.727276401999999,197.0,20867.0,400,0.1,190
52,52,6.856661859000001,197.0,21268.0,400,0.1,190
53,53,6.985227525000001,197.0,21669.0,400,0.1,190
54,54,7.113776367,197.0,22070.0,400,0.1,190
55,55,7.242209698,197.0,22471.0,400,0.1,190
56,56,7.371200644,197.0,22872.0,400,0.1,190
57,57,7.500830023000001,197.0,23273.0,400,0.1,190
58,58,7.629852351,197.0,23674.0,400,0.1,190
59,59,7.7569841020000005,197.0,24075.0,400,0.1,190
60,60,7.884723967999999,197.0,24476.0,400,0.1,190
