,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0029567940000001514,0.0,100.0,False,100,0.1,95
1,1,0.33345867100000004,198.0,202.0,False,100,0.1,95
2,2,0.680376571,207.0,304.0,False,100,0.1,95
3,3,1.0273945549999999,233.0,406.0,False,100,0.1,95
4,4,1.370384927,233.0,507.0,False,100,0.1,95
5,5,1.707810846,233.0,608.0,False,100,0.1,95
6,6,2.054051436,233.0,709.0,False,100,0.1,95
7,7,2.396379253,233.0,810.0,False,100,0.1,95
8,8,2.7355446580000002,233.0,911.0,False,100,0.1,95
9,9,3.0755521559999996,233.0,1012.0,False,100,0.1,95
10,10,3.41480113,233.0,1113.0,False,100,0.1,95
11,11,3.75907899,233.0,1214.0,False,100,0.1,95
12,12,4.097926046,233.0,1315.0,False,100,0.1,95
13,13,4.439201311,233.0,1416.0,False,100,0.1,95
14,14,4.7784617240000005,233.0,1517.0,False,100,0.1,95
15,15,5.118198237,233.0,1618.0,False,100,0.1,95
16,16,5.4622748230000004,233.0,1719.0,False,100,0.1,95
17,17,5.800968375,233.0,1820.0,False,100,0.1,95
18,18,6.138533163,233.0,1921.0,False,100,0.1,95
19,19,6.4777904170000005,233.0,2022.0,False,100,0.1,95
20,20,6.8202670880000005,233.0,2123.0,False,100,0.1,95
21,21,7.163489306,233.0,2224.0,False,100,0.1,95
22,22,7.503760834,233.0,2325.0,False,100,0.1,95
23,23,7.845359857999999,233.0,2426.0,False,100,0.1,95
24,24,8.186006549999998,233.0,2527.0,False,100,0.1,95
25,25,8.528587365,233.0,2628.0,False,100,0.1,95
26,26,8.873719533,233.0,2729.0,False,100,0.1,95
27,27,9.214999247000002,233.0,2830.0,False,100,0.1,95
28,28,9.557449542,233.0,2931.0,False,100,0.1,95
29,29,9.896754902000001,233.0,3032.0,False,100,0.1,95
30,30,10.236444487,233.0,3133.0,False,100,0.1,95
31,31,10.581633438,233.0,3234.0,False,100,0.1,95
32,32,10.921667148000001,233.0,3335.0,False,100,0.1,95
33,33,11.265263490999999,233.0,3436.0,False,100,0.1,95
34,34,11.608854959999999,233.0,3537.0,False,100,0.1,95
35,35,11.949556572999999,233.0,3638.0,False,100,0.1,95
36,36,12.293375998999998,233.0,3739.0,False,100,0.1,95
37,37,12.634200425,233.0,3840.0,False,100,0.1,95
38,38,12.975771175999999,233.0,3941.0,False,100,0.1,95
39,39,13.316406293,233.0,4042.0,False,100,0.1,95
40,40,13.65630771,233.0,4143.0,False,100,0.1,95
41,41,14.001334982,233.0,4244.0,False,100,0.1,95
42,42,14.343089245000002,233.0,4345.0,False,100,0.1,95
43,43,14.682352243,233.0,4446.0,False,100,0.1,95
44,44,15.025643277,233.0,4547.0,False,100,0.1,95
45,45,15.368215228,233.0,4648.0,False,100,0.1,95
46,46,15.711933694000003,233.0,4749.0,False,100,0.1,95
47,47,16.053608996,233.0,4850.0,False,100,0.1,95
48,48,16.393793308,233.0,4951.0,False,100,0.1,95
49,49,16.734411109,233.0,5052.0,False,100,0.1,95
50,50,17.073836997,233.0,5153.0,False,100,0.1,95
51,51,17.42038213,233.0,5254.0,False,100,0.1,95
52,52,17.759861827,233.0,5355.0,False,100,0.1,95
53,53,18.099557586,233.0,5456.0,False,100,0.1,95
54,54,18.440205452,233.0,5557.0,False,100,0.1,95
55,55,18.779125436,233.0,5658.0,False,100,0.1,95
56,56,19.123068824,233.0,5759.0,False,100,0.1,95
57,57,19.463749794,233.0,5860.0,False,100,0.1,95
58,58,19.803832945,233.0,5961.0,False,100,0.1,95
59,59,20.144264763000002,233.0,6062.0,False,100,0.1,95
60,60,20.488429096,233.0,6163.0,False,100,0.1,95
61,61,20.838610072,233.0,6264.0,False,100,0.1,95
62,62,21.184333445,233.0,6365.0,False,100,0.1,95
63,63,21.527432564,233.0,6466.0,False,100,0.1,95
64,64,21.869741227000002,233.0,6567.0,False,100,0.1,95
65,65,22.214003168,233.0,6668.0,False,100,0.1,95
66,66,22.563011903,233.0,6769.0,False,100,0.1,95
67,67,22.910016293,233.0,6870.0,False,100,0.1,95
68,68,23.254327541000002,233.0,6971.0,False,100,0.1,95
69,69,23.599799875000002,233.0,7072.0,False,100,0.1,95
70,70,23.945201103000002,233.0,7173.0,False,100,0.1,95
71,71,24.294687059,233.0,7274.0,False,100,0.1,95
72,72,24.63942137,233.0,7375.0,False,100,0.1,95
73,73,24.985350313,233.0,7476.0,False,100,0.1,95
74,74,25.326893605000002,233.0,7577.0,False,100,0.1,95
75,75,25.670569881000002,233.0,7678.0,False,100,0.1,95
76,76,26.018312362,233.0,7779.0,False,100,0.1,95
77,77,26.363343114000003,233.0,7880.0,False,100,0.1,95
78,78,26.706333077,233.0,7981.0,False,100,0.1,95
79,79,27.051062777000002,233.0,8082.0,False,100,0.1,95
80,80,27.392069822,233.0,8183.0,False,100,0.1,95
81,81,27.737951705,233.0,8284.0,False,100,0.1,95
82,82,28.079846882000002,233.0,8385.0,False,100,0.1,95
83,83,28.420360435000003,233.0,8486.0,False,100,0.1,95
84,84,28.762783451,233.0,8587.0,False,100,0.1,95
85,85,29.105216304000002,233.0,8688.0,False,100,0.1,95
86,86,29.452297258,233.0,8789.0,False,100,0.1,95
87,87,29.797080559,233.0,8890.0,False,100,0.1,95
88,88,30.138942473,233.0,8991.0,False,100,0.1,95
89,89,30.484911551,233.0,9092.0,False,100,0.1,95
90,90,30.834250649,233.0,9193.0,False,100,0.1,95
91,91,31.184496145,233.0,9294.0,False,100,0.1,95
92,92,31.526414667,233.0,9395.0,False,100,0.1,95
93,93,31.866147344999998,233.0,9496.0,False,100,0.1,95
94,94,32.206419984,233.0,9597.0,False,100,0.1,95
95,95,32.547165441,233.0,9698.0,False,100,0.1,95
96,0,0.0029567940000001514,0.0,200.0,False,200,0.1,95
97,1,0.33345867100000004,221.0,402.0,False,200,0.1,95
98,2,0.680376571,224.0,604.0,False,200,0.1,95
99,3,1.0273945549999999,224.0,805.0,False,200,0.1,95
100,4,1.370384927,224.0,1006.0,False,200,0.1,95
101,5,1.707810846,224.0,1207.0,False,200,0.1,95
102,6,2.054051436,224.0,1408.0,False,200,0.1,95
103,7,2.396379253,242.0,1610.0,False,200,0.1,95
104,8,2.7355446580000002,242.0,1811.0,False,200,0.1,95
105,9,3.0755521559999996,250.0,2013.0,False,200,0.1,95
106,10,3.41480113,250.0,2214.0,False,200,0.1,95
107,11,3.75907899,250.0,2415.0,False,200,0.1,95
108,12,4.097926046,250.0,2616.0,False,200,0.1,95
109,13,4.439201311,250.0,2817.0,False,200,0.1,95
110,14,4.7784617240000005,250.0,3018.0,False,200,0.1,95
111,15,5.118198237,281.0,3220.0,False,200,0.1,95
112,16,5.4622748230000004,281.0,3421.0,False,200,0.1,95
113,17,5.800968375,281.0,3622.0,False,200,0.1,95
114,18,6.138533163,281.0,3823.0,False,200,0.1,95
115,19,6.4777904170000005,281.0,4024.0,False,200,0.1,95
116,20,6.8202670880000005,281.0,4225.0,False,200,0.1,95
117,21,7.163489306,281.0,4426.0,False,200,0.1,95
118,22,7.503760834,281.0,4627.0,False,200,0.1,95
119,23,7.845359857999999,281.0,4828.0,False,200,0.1,95
120,24,8.186006549999998,281.0,5029.0,False,200,0.1,95
121,25,8.528587365,281.0,5230.0,False,200,0.1,95
122,26,8.873719533,281.0,5431.0,False,200,0.1,95
123,27,9.214999247000002,281.0,5632.0,False,200,0.1,95
124,28,9.557449542,281.0,5833.0,False,200,0.1,95
125,29,9.896754902000001,281.0,6034.0,False,200,0.1,95
126,30,10.236444487,281.0,6235.0,False,200,0.1,95
127,31,10.581633438,281.0,6436.0,False,200,0.1,95
128,32,10.921667148000001,281.0,6637.0,False,200,0.1,95
129,33,11.265263490999999,281.0,6838.0,False,200,0.1,95
130,34,11.608854959999999,281.0,7039.0,False,200,0.1,95
131,35,11.949556572999999,281.0,7240.0,False,200,0.1,95
132,36,12.293375998999998,281.0,7441.0,False,200,0.1,95
133,37,12.634200425,281.0,7642.0,False,200,0.1,95
134,38,12.975771175999999,281.0,7843.0,False,200,0.1,95
135,39,13.316406293,281.0,8044.0,False,200,0.1,95
136,40,13.65630771,281.0,8245.0,False,200,0.1,95
137,41,14.001334982,281.0,8446.0,False,200,0.1,95
138,42,14.343089245000002,281.0,8647.0,False,200,0.1,95
139,43,14.682352243,281.0,8848.0,False,200,0.1,95
140,44,15.025643277,281.0,9049.0,False,200,0.1,95
141,45,15.368215228,281.0,9250.0,False,200,0.1,95
142,46,15.711933694000003,281.0,9451.0,False,200,0.1,95
143,47,16.053608996,281.0,9652.0,False,200,0.1,95
144,48,16.393793308,281.0,9853.0,False,200,0.1,95
145,49,16.734411109,281.0,10054.0,False,200,0.1,95
146,50,17.073836997,281.0,10255.0,False,200,0.1,95
147,51,17.42038213,281.0,10456.0,False,200,0.1,95
148,52,17.759861827,281.0,10657.0,False,200,0.1,95
149,53,18.099557586,281.0,10858.0,False,200,0.1,95
150,54,18.440205452,281.0,11059.0,False,200,0.1,95
151,55,18.779125436,281.0,11260.0,False,200,0.1,95
152,56,19.123068824,281.0,11461.0,False,200,0.1,95
153,57,19.463749794,281.0,11662.0,False,200,0.1,95
154,58,19.803832945,281.0,11863.0,False,200,0.1,95
155,59,20.144264763000002,281.0,12064.0,False,200,0.1,95
156,60,20.488429096,281.0,12265.0,False,200,0.1,95
157,61,20.838610072,281.0,12466.0,False,200,0.1,95
158,62,21.184333445,281.0,12667.0,False,200,0.1,95
159,63,21.527432564,281.0,12868.0,False,200,0.1,95
160,64,21.869741227000002,281.0,13069.0,False,200,0.1,95
161,65,22.214003168,281.0,13270.0,False,200,0.1,95
162,66,22.563011903,281.0,13471.0,False,200,0.1,95
163,67,22.910016293,281.0,13672.0,False,200,0.1,95
164,68,23.254327541000002,281.0,13873.0,False,200,0.1,95
165,69,23.599799875000002,281.0,14074.0,False,200,0.1,95
166,70,23.945201103000002,281.0,14275.0,False,200,0.1,95
167,71,24.294687059,281.0,14476.0,False,200,0.1,95
168,72,24.63942137,281.0,14677.0,False,200,0.1,95
169,73,24.985350313,281.0,14878.0,False,200,0.1,95
170,74,25.326893605000002,281.0,15079.0,False,200,0.1,95
171,75,25.670569881000002,281.0,15280.0,False,200,0.1,95
172,76,26.018312362,281.0,15481.0,False,200,0.1,95
173,77,26.363343114000003,281.0,15682.0,False,200,0.1,95
174,78,26.706333077,281.0,15883.0,False,200,0.1,95
175,79,27.051062777000002,281.0,16084.0,False,200,0.1,95
176,80,27.392069822,281.0,16285.0,False,200,0.1,95
177,81,27.737951705,281.0,16486.0,False,200,0.1,95
178,82,28.079846882000002,281.0,16687.0,False,200,0.1,95
179,83,28.420360435000003,281.0,16888.0,False,200,0.1,95
180,84,28.762783451,281.0,17089.0,False,200,0.1,95
