,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.0016237669999998872,0.0,50.0,50,0.1,190
1,1,0.010945245999999909,778.0,102.0,50,0.1,190
2,2,0.014665717999999828,802.0,154.0,50,0.1,190
3,3,0.019067656000000044,827.0,206.0,50,0.1,190
4,4,0.022710394999999828,827.0,257.0,50,0.1,190
5,5,0.026629639000000038,827.0,308.0,50,0.1,190
6,6,0.030493765999999978,827.0,359.0,50,0.1,190
7,7,0.03431992499999992,841.0,411.0,50,0.1,190
8,8,0.037847564,841.0,462.0,50,0.1,190
9,9,0.041370299,841.0,513.0,50,0.1,190
10,10,0.04486753499999985,841.0,564.0,50,0.1,190
11,11,0.05272649900000004,887.0,616.0,50,0.1,190
12,12,0.056334388999999874,887.0,667.0,50,0.1,190
13,13,0.06004256299999988,894.0,719.0,50,0.1,190
14,14,0.06379090200000004,894.0,770.0,50,0.1,190
15,15,0.06740163999999993,908.0,822.0,50,0.1,190
16,16,0.07092800899999996,918.0,874.0,50,0.1,190
17,17,0.07443507500000002,934.0,926.0,50,0.1,190
18,18,0.07799285599999983,937.0,978.0,50,0.1,190
19,19,0.08149948699999987,959.0,1030.0,50,0.1,190
20,20,0.08580769799999999,961.0,1082.0,50,0.1,190
21,21,0.09278972799999985,961.0,1133.0,50,0.1,190
22,22,0.096632673,961.0,1184.0,50,0.1,190
23,23,0.10028742999999984,970.0,1236.0,50,0.1,190
24,24,0.10382114099999984,973.0,1288.0,50,0.1,190
25,25,0.10747026799999992,973.0,1339.0,50,0.1,190
26,26,0.11107336999999995,986.0,1391.0,50,0.1,190
27,27,0.1146608039999999,990.0,1443.0,50,0.1,190
28,28,0.11887169799999997,990.0,1494.0,50,0.1,190
29,29,0.12254597899999986,990.0,1545.0,50,0.1,190
30,30,0.12621716100000002,998.0,1597.0,50,0.1,190
31,31,0.13360130199999998,1012.0,1649.0,50,0.1,190
32,32,0.13715334199999996,1012.0,1700.0,50,0.1,190
33,33,0.140790843,1012.0,1751.0,50,0.1,190
34,34,0.14433864100000005,1016.0,1803.0,50,0.1,190
35,35,0.1478600539999999,1016.0,1854.0,50,0.1,190
36,36,0.15171613899999992,1016.0,1905.0,50,0.1,190
37,37,0.155460755,1016.0,1956.0,50,0.1,190
38,38,0.15900597999999988,1016.0,2007.0,50,0.1,190
39,39,0.16282194799999994,1042.0,2059.0,50,0.1,190
40,40,0.16638299999999995,1042.0,2110.0,50,0.1,190
41,41,0.1735031359999999,1042.0,2161.0,50,0.1,190
42,42,0.1770520149999999,1042.0,2212.0,50,0.1,190
43,43,0.18060376099999997,1042.0,2263.0,50,0.1,190
44,44,0.18471993099999984,1042.0,2314.0,50,0.1,190
45,45,0.18828587299999988,1042.0,2365.0,50,0.1,190
46,46,0.191895696,1042.0,2416.0,50,0.1,190
47,47,0.19562197599999998,1042.0,2467.0,50,0.1,190
48,48,0.19922323099999995,1042.0,2518.0,50,0.1,190
