,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.013031261000000072,0.0,400.0,False,400,0.1,190
1,1,1.4330566349999998,744.0,802.0,False,400,0.1,190
2,2,2.9760650930000003,744.0,1203.0,False,400,0.1,190
3,3,4.553801615999999,744.0,1604.0,False,400,0.1,190
4,4,6.110598194,744.0,2005.0,False,400,0.1,190
5,5,7.660403196999999,778.0,2407.0,False,400,0.1,190
6,6,9.417815132,812.0,2809.0,False,400,0.1,190
7,7,11.033518246,812.0,3210.0,False,400,0.1,190
8,8,12.57811806,812.0,3611.0,False,400,0.1,190
9,9,14.138278108,812.0,4012.0,False,400,0.1,190
10,10,15.704814123,812.0,4413.0,False,400,0.1,190
11,11,17.268432307,875.0,4815.0,False,400,0.1,190
12,12,18.833160559000003,875.0,5216.0,False,400,0.1,190
13,13,20.416566329000002,875.0,5617.0,False,400,0.1,190
14,14,21.970165090000002,875.0,6018.0,False,400,0.1,190
15,15,23.527502064,875.0,6419.0,False,400,0.1,190
16,16,25.097054401,875.0,6820.0,False,400,0.1,190
17,17,26.655178502000002,875.0,7221.0,False,400,0.1,190
18,18,28.261489008,875.0,7622.0,False,400,0.1,190
19,19,29.852598349,875.0,8023.0,False,400,0.1,190
20,20,31.418469412000004,875.0,8424.0,False,400,0.1,190
21,21,32.967466164,875.0,8825.0,False,400,0.1,190
22,22,34.528189925,875.0,9226.0,False,400,0.1,190
23,23,36.081538275,875.0,9627.0,False,400,0.1,190
24,24,37.637567777,877.0,10029.0,False,400,0.1,190
25,25,39.223488012,877.0,10430.0,False,400,0.1,190
26,26,40.87538352,877.0,10831.0,False,400,0.1,190
27,27,42.438047858,877.0,11232.0,False,400,0.1,190
28,28,44.005838071999996,877.0,11633.0,False,400,0.1,190
29,29,45.598761454,877.0,12034.0,False,400,0.1,190
30,30,47.169605792999995,898.0,12436.0,False,400,0.1,190
31,31,48.713072235999995,898.0,12837.0,False,400,0.1,190
32,32,50.290339476999996,898.0,13238.0,False,400,0.1,190
33,33,51.834893568999995,898.0,13639.0,False,400,0.1,190
34,34,53.379268118,898.0,14040.0,False,400,0.1,190
35,35,54.952065516,898.0,14441.0,False,400,0.1,190
36,36,56.500681121,898.0,14842.0,False,400,0.1,190
37,37,58.0403592,898.0,15243.0,False,400,0.1,190
38,38,59.596924478,898.0,15644.0,False,400,0.1,190
39,39,61.30384687,898.0,16045.0,False,400,0.1,190
40,40,62.914627616999994,898.0,16446.0,False,400,0.1,190
41,41,64.540451756,898.0,16847.0,False,400,0.1,190
42,42,66.169273654,898.0,17248.0,False,400,0.1,190
43,43,67.854269258,898.0,17649.0,False,400,0.1,190
44,44,69.761549019,898.0,18050.0,False,400,0.1,190
45,45,71.465915252,898.0,18451.0,False,400,0.1,190
46,46,73.075094634,898.0,18852.0,False,400,0.1,190
47,47,74.68660688,898.0,19253.0,False,400,0.1,190
48,48,76.37908120499999,898.0,19654.0,False,400,0.1,190
49,49,77.999756466,898.0,20055.0,False,400,0.1,190
50,50,79.614963167,898.0,20456.0,False,400,0.1,190
51,51,81.303350801,898.0,20857.0,False,400,0.1,190
52,52,82.916007803,898.0,21258.0,False,400,0.1,190
53,53,84.516784939,898.0,21659.0,False,400,0.1,190
54,54,86.214790992,898.0,22060.0,False,400,0.1,190
55,55,87.851742373,898.0,22461.0,False,400,0.1,190
56,56,89.460525557,898.0,22862.0,False,400,0.1,190
57,57,91.423185621,898.0,23263.0,False,400,0.1,190
58,58,93.02786931,898.0,23664.0,False,400,0.1,190
59,59,94.610839368,898.0,24065.0,False,400,0.1,190
