,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0.0,2.0,0,0.000136514000000032,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",geometric,1,0.99,0.001,0.9999986279893925,1,190
1,10.0,2.0,19,0.0051687089999998825,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1]",geometric,1,0.99,0.001,0.9999480540878566,1,190
2,20.0,4.0,39,0.008632874999999984,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1]",geometric,1,0.99,0.001,0.9999132404706944,1,190
3,30.0,4.0,58,0.012137929999999963,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]",geometric,1,0.99,0.001,0.9998780171674445,1,190
4,40.0,7.0,77,0.015928452999999898,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",geometric,1,0.99,0.001,0.9998399265108516,1,190
5,50.0,8.0,95,0.027994638000000016,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",geometric,1,0.99,0.001,0.9997186840627537,1,190
6,60.0,8.0,111,0.03198498099999991,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1]",geometric,1,0.99,0.001,0.9996785918613481,1,190
7,70.0,8.0,130,0.03602911800000008,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1]",geometric,1,0.99,0.001,0.9996379608156022,1,190
8,80.0,10.0,147,0.040104493000000074,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1]",geometric,1,0.99,0.001,0.9995970175953455,1,190
9,90.0,10.0,164,0.04425679299999996,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",geometric,1,0.99,0.001,0.9995553032734639,1,190
