,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
0,0.0,0.0,100,0.0029912440000001705,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]",100,0.1,19
1,1.0,89.0,202,0.014980039999999972,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
2,2.0,97.0,304,0.025531436000000074,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",100,0.1,19
3,3.0,97.0,405,0.036074027000000175,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",100,0.1,19
4,4.0,107.0,507,0.04631096000000001,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",100,0.1,19
5,5.0,109.0,609,0.05659799300000001,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",100,0.1,19
6,6.0,109.0,710,0.0670281960000001,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",100,0.1,19
7,7.0,113.0,812,0.14590439500000008,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
8,8.0,113.0,913,0.1561239780000001,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
9,9.0,115.0,1015,0.16697210100000004,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",100,0.1,19
10,10.0,121.0,1117,0.17747620200000003,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
11,11.0,121.0,1218,0.18772808000000007,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
12,12.0,121.0,1319,0.198444163,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
13,13.0,130.0,1421,0.2088142100000001,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0]",100,0.1,19
14,14.0,130.0,1522,0.21944347399999997,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0]",100,0.1,19
15,15.0,131.0,1624,0.23029654899999996,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
16,16.0,131.0,1725,0.24061019700000008,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
17,17.0,131.0,1826,0.25115425700000005,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
18,18.0,131.0,1927,0.2617485270000002,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
19,19.0,131.0,2028,0.27221494700000015,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",100,0.1,19
20,0.0,0.0,200,0.005625047000000105,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]",200,0.1,19
21,1.0,104.0,402,0.02319375400000001,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",200,0.1,19
