,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.00034701800000003225,2.0,10.0,10,0.1,95
1,1,0.006053239000000099,6.0,22.0,10,0.1,95
2,2,0.006680645000000096,6.0,33.0,10,0.1,95
3,3,0.007297102000000111,6.0,44.0,10,0.1,95
4,4,0.007911701000000049,6.0,55.0,10,0.1,95
5,5,0.00851307400000012,6.0,66.0,10,0.1,95
6,6,0.011963037999999981,6.0,77.0,10,0.1,95
7,7,0.01257396200000005,6.0,88.0,10,0.1,95
8,8,0.013205341000000148,6.0,99.0,10,0.1,95
9,9,0.013833082000000108,9.0,111.0,10,0.1,95
10,10,0.014448141000000136,9.0,122.0,10,0.1,95
11,11,0.01844718600000017,9.0,133.0,10,0.1,95
12,12,0.01908961600000003,9.0,144.0,10,0.1,95
13,13,0.01972814300000003,9.0,155.0,10,0.1,95
14,14,0.020356339999999973,9.0,166.0,10,0.1,95
15,15,0.02098081900000004,9.0,177.0,10,0.1,95
16,16,0.024579499999999976,9.0,188.0,10,0.1,95
17,17,0.025224608000000037,9.0,199.0,10,0.1,95
18,18,0.025856614000000055,9.0,210.0,10,0.1,95
19,19,0.026495928000000113,9.0,221.0,10,0.1,95
20,20,0.027124200000000043,9.0,232.0,10,0.1,95
21,21,0.03070845500000008,9.0,243.0,10,0.1,95
22,22,0.031473737,9.0,254.0,10,0.1,95
23,23,0.03211366800000004,9.0,265.0,10,0.1,95
24,24,0.03273946400000005,9.0,276.0,10,0.1,95
25,25,0.03337005100000012,10.0,288.0,10,0.1,95
26,26,0.04673312900000015,10.0,299.0,10,0.1,95
27,27,0.04745718700000001,10.0,310.0,10,0.1,95
28,28,0.048227815000000174,10.0,321.0,10,0.1,95
29,29,0.048999798000000094,10.0,332.0,10,0.1,95
30,30,0.049795955,10.0,343.0,10,0.1,95
31,31,0.0537954140000001,10.0,354.0,10,0.1,95
32,32,0.05443884900000007,10.0,365.0,10,0.1,95
33,33,0.055079513999999996,10.0,376.0,10,0.1,95
34,34,0.05570419800000015,10.0,387.0,10,0.1,95
35,35,0.056337280000000156,10.0,398.0,10,0.1,95
36,36,0.060169453000000095,12.0,410.0,10,0.1,95
37,37,0.06082697599999998,12.0,421.0,10,0.1,95
38,38,0.06145584000000004,12.0,432.0,10,0.1,95
39,39,0.06208151800000006,12.0,443.0,10,0.1,95
40,40,0.062720954,12.0,454.0,10,0.1,95
41,41,0.06665659800000001,12.0,465.0,10,0.1,95
42,42,0.06751722900000012,12.0,476.0,10,0.1,95
43,43,0.06817291800000014,12.0,487.0,10,0.1,95
44,44,0.06882677400000015,12.0,498.0,10,0.1,95
45,45,0.06946191000000002,12.0,509.0,10,0.1,95
46,46,0.07345377400000008,12.0,520.0,10,0.1,95
47,47,0.07411896200000001,12.0,531.0,10,0.1,95
48,48,0.07478345700000011,12.0,542.0,10,0.1,95
49,49,0.07541629400000005,12.0,553.0,10,0.1,95
50,50,0.07607560200000019,12.0,564.0,10,0.1,95
51,51,0.07990732400000011,12.0,575.0,10,0.1,95
52,52,0.08056361200000017,12.0,586.0,10,0.1,95
53,53,0.08122042800000018,12.0,597.0,10,0.1,95
54,54,0.08191568999999999,12.0,608.0,10,0.1,95
55,55,0.08269878300000011,12.0,619.0,10,0.1,95
56,56,0.08675769200000016,12.0,630.0,10,0.1,95
57,57,0.08742625000000004,12.0,641.0,10,0.1,95
58,58,0.08807387700000002,12.0,652.0,10,0.1,95
59,59,0.08870629900000004,12.0,663.0,10,0.1,95
60,60,0.08933342799999999,12.0,674.0,10,0.1,95
61,61,0.09323730100000005,12.0,685.0,10,0.1,95
62,62,0.09388133700000001,12.0,696.0,10,0.1,95
63,63,0.09452179700000007,12.0,707.0,10,0.1,95
64,64,0.09516149200000013,12.0,718.0,10,0.1,95
65,65,0.09579124699999997,12.0,729.0,10,0.1,95
66,66,0.09995106500000017,12.0,740.0,10,0.1,95
67,67,0.10089552200000007,12.0,751.0,10,0.1,95
68,68,0.10155584000000006,12.0,762.0,10,0.1,95
69,69,0.10220479400000015,12.0,773.0,10,0.1,95
70,70,0.10286529100000008,12.0,784.0,10,0.1,95
71,71,0.1071273800000001,12.0,795.0,10,0.1,95
72,72,0.10778348900000001,12.0,806.0,10,0.1,95
73,73,0.10843968800000003,12.0,817.0,10,0.1,95
74,74,0.10912275000000005,12.0,828.0,10,0.1,95
75,75,0.10979931300000012,12.0,839.0,10,0.1,95
76,76,0.11394070700000003,12.0,850.0,10,0.1,95
77,77,0.11461096400000015,12.0,861.0,10,0.1,95
78,78,0.11538107200000014,12.0,872.0,10,0.1,95
79,79,0.116197997,12.0,883.0,10,0.1,95
