,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0003423679999998708,2.0,10.0,False,10,0.1,190
1,1,0.14217913199999987,6.0,22.0,False,10,0.1,190
2,2,0.29470500499999996,6.0,33.0,False,10,0.1,190
3,3,0.445579956,6.0,44.0,False,10,0.1,190
4,4,0.5953187759999998,6.0,55.0,False,10,0.1,190
5,5,0.7453368819999999,6.0,66.0,False,10,0.1,190
6,6,0.8934915880000001,6.0,77.0,False,10,0.1,190
7,7,1.0413236479999999,6.0,88.0,False,10,0.1,190
8,8,1.1901506800000001,6.0,99.0,False,10,0.1,190
9,9,1.337951245,6.0,110.0,False,10,0.1,190
10,10,1.4853192409999998,6.0,121.0,False,10,0.1,190
11,11,1.637742595,6.0,132.0,False,10,0.1,190
12,12,1.78653924,6.0,143.0,False,10,0.1,190
13,13,1.9344360669999998,6.0,154.0,False,10,0.1,190
14,14,2.0829440249999998,6.0,165.0,False,10,0.1,190
15,15,2.2322688059999996,6.0,176.0,False,10,0.1,190
16,16,2.3804435130000003,6.0,187.0,False,10,0.1,190
17,17,2.5289314250000006,6.0,198.0,False,10,0.1,190
18,18,2.6793697100000005,6.0,209.0,False,10,0.1,190
19,19,2.8283604450000004,6.0,220.0,False,10,0.1,190
20,20,2.977618543,6.0,231.0,False,10,0.1,190
21,21,3.130878269,6.0,242.0,False,10,0.1,190
22,22,3.2799933240000003,6.0,253.0,False,10,0.1,190
23,23,3.4288772610000002,6.0,264.0,False,10,0.1,190
24,24,3.5773779990000003,6.0,275.0,False,10,0.1,190
25,25,3.727488054,6.0,286.0,False,10,0.1,190
26,26,3.876127824,6.0,297.0,False,10,0.1,190
27,27,4.024596464,6.0,308.0,False,10,0.1,190
28,28,4.174161497,6.0,319.0,False,10,0.1,190
29,29,4.323697545,6.0,330.0,False,10,0.1,190
30,30,4.472004999,6.0,341.0,False,10,0.1,190
31,31,4.626924876,6.0,352.0,False,10,0.1,190
32,32,4.776605388,6.0,363.0,False,10,0.1,190
33,33,4.925862813,6.0,374.0,False,10,0.1,190
34,34,5.074720204,6.0,385.0,False,10,0.1,190
35,35,5.224584396,6.0,396.0,False,10,0.1,190
