,Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart
97,19,0.005461355999999862,2.0,104.0,10,237,3
98,20,0.005488428999999906,2.0,105.0,10,237,3
99,21,0.005516395999999979,2.0,106.0,10,237,3
100,22,0.005544405999999835,4.0,108.0,10,237,3
101,23,0.005576426999999828,4.0,109.0,10,237,3
102,24,0.0056072969999998445,4.0,110.0,10,237,3
103,25,0.005638575999999951,4.0,111.0,10,237,3
104,0,0.00013804499999992004,4.0,112.0,10,237,4
105,1,0.004992535999999825,4.0,113.0,10,237,4
106,2,0.005038528999999903,4.0,114.0,10,237,4
107,3,0.00506534599999986,4.0,115.0,10,237,4
108,4,0.005088781999999847,4.0,116.0,10,237,4
109,5,0.005111831999999872,4.0,117.0,10,237,4
110,6,0.005134556000000012,4.0,118.0,10,237,4
111,7,0.005157785999999831,4.0,119.0,10,237,4
112,8,0.005180540999999872,4.0,120.0,10,237,4
113,9,0.005204184999999972,4.0,121.0,10,237,4
114,10,0.005227836999999846,4.0,122.0,10,237,4
115,11,0.005252102000000036,4.0,123.0,10,237,4
116,12,0.0052760179999999934,4.0,124.0,10,237,4
117,13,0.005299825000000036,1.0,125.0,10,237,4
118,14,0.005324141999999865,1.0,126.0,10,237,4
119,15,0.005349147999999859,1.0,127.0,10,237,4
120,16,0.0053741389999999445,1.0,128.0,10,237,4
121,17,0.005399624999999908,1.0,129.0,10,237,4
122,18,0.005433516999999943,1.0,130.0,10,237,4
123,19,0.005461355999999862,1.0,131.0,10,237,4
124,20,0.005488428999999906,1.0,132.0,10,237,4
125,21,0.005516395999999979,1.0,133.0,10,237,4
126,22,0.005544405999999835,1.0,134.0,10,237,4
127,23,0.005576426999999828,1.0,135.0,10,237,4
128,24,0.0056072969999998445,1.0,136.0,10,237,4
129,25,0.005638575999999951,1.0,137.0,10,237,4
130,0,0.00013804499999992004,1.0,138.0,10,237,5
131,1,0.004992535999999825,1.0,139.0,10,237,5
132,2,0.005038528999999903,1.0,140.0,10,237,5
133,3,0.00506534599999986,1.0,141.0,10,237,5
134,4,0.005088781999999847,1.0,142.0,10,237,5
135,5,0.005111831999999872,1.0,143.0,10,237,5
136,6,0.005134556000000012,1.0,144.0,10,237,5
137,7,0.005157785999999831,1.0,145.0,10,237,5
138,8,0.005180540999999872,4.0,147.0,10,237,5
139,9,0.005204184999999972,4.0,148.0,10,237,5
140,10,0.005227836999999846,4.0,149.0,10,237,5
141,11,0.005252102000000036,4.0,150.0,10,237,5
142,12,0.0052760179999999934,4.0,151.0,10,237,5
143,13,0.005299825000000036,4.0,152.0,10,237,5
144,14,0.005324141999999865,4.0,153.0,10,237,5
145,15,0.005349147999999859,4.0,154.0,10,237,5
146,16,0.0053741389999999445,6.0,155.0,10,237,5
147,17,0.005399624999999908,8.0,157.0,10,237,5
148,18,0.005433516999999943,8.0,158.0,10,237,5
149,19,0.005461355999999862,8.0,159.0,10,237,5
150,20,0.005488428999999906,8.0,160.0,10,237,5
151,21,0.005516395999999979,8.0,161.0,10,237,5
152,22,0.005544405999999835,8.0,162.0,10,237,5
153,23,0.005576426999999828,8.0,163.0,10,237,5
154,24,0.0056072969999998445,8.0,164.0,10,237,5
155,25,0.005638575999999951,8.0,165.0,10,237,5
156,0,0.00013804499999992004,8.0,166.0,10,237,6
157,1,0.004992535999999825,8.0,167.0,10,237,6
158,2,0.005038528999999903,8.0,168.0,10,237,6
159,3,0.00506534599999986,8.0,169.0,10,237,6
160,4,0.005088781999999847,8.0,170.0,10,237,6
161,5,0.005111831999999872,8.0,171.0,10,237,6
162,6,0.005134556000000012,8.0,172.0,10,237,6
163,7,0.005157785999999831,8.0,173.0,10,237,6
164,8,0.005180540999999872,8.0,174.0,10,237,6
165,9,0.005204184999999972,8.0,175.0,10,237,6
166,10,0.005227836999999846,8.0,176.0,10,237,6
167,11,0.005252102000000036,8.0,177.0,10,237,6
168,12,0.0052760179999999934,8.0,178.0,10,237,6
169,13,0.005299825000000036,10.0,180.0,10,237,6
170,14,0.005324141999999865,10.0,181.0,10,237,6
171,15,0.005349147999999859,10.0,182.0,10,237,6
172,16,0.0053741389999999445,10.0,183.0,10,237,6
173,17,0.005399624999999908,10.0,184.0,10,237,6
174,18,0.005433516999999943,10.0,185.0,10,237,6
175,19,0.005461355999999862,1.0,186.0,10,237,6
176,20,0.005488428999999906,1.0,187.0,10,237,6
177,21,0.005516395999999979,1.0,188.0,10,237,6
178,22,0.005544405999999835,1.0,189.0,10,237,6
179,23,0.005576426999999828,1.0,190.0,10,237,6
180,24,0.0056072969999998445,1.0,191.0,10,237,6
181,25,0.005638575999999951,1.0,192.0,10,237,6
182,0,0.00013804499999992004,2.0,194.0,10,237,7
183,1,0.004992535999999825,2.0,195.0,10,237,7
184,2,0.005038528999999903,2.0,196.0,10,237,7
185,3,0.00506534599999986,2.0,197.0,10,237,7
186,4,0.005088781999999847,2.0,198.0,10,237,7
187,5,0.005111831999999872,2.0,199.0,10,237,7
188,6,0.005134556000000012,2.0,200.0,10,237,7
189,7,0.005157785999999831,2.0,201.0,10,237,7
190,8,0.005180540999999872,2.0,202.0,10,237,7
191,9,0.005204184999999972,2.0,203.0,10,237,7
192,10,0.005227836999999846,2.0,204.0,10,237,7
193,11,0.005252102000000036,2.0,205.0,10,237,7
194,12,0.0052760179999999934,2.0,206.0,10,237,7
195,13,0.005299825000000036,2.0,207.0,10,237,7
196,14,0.005324141999999865,2.0,208.0,10,237,7
197,15,0.005349147999999859,2.0,209.0,10,237,7
198,16,0.0053741389999999445,2.0,210.0,10,237,7
199,17,0.005399624999999908,2.0,211.0,10,237,7
200,18,0.005433516999999943,2.0,212.0,10,237,7
201,19,0.005461355999999862,2.0,213.0,10,237,7
202,20,0.005488428999999906,2.0,214.0,10,237,7
203,21,0.005516395999999979,2.0,215.0,10,237,7
204,22,0.005544405999999835,0.0,216.0,10,237,7
205,23,0.005576426999999828,0.0,217.0,10,237,7
206,24,0.0056072969999998445,0.0,218.0,10,237,7
207,25,0.005638575999999951,0.0,219.0,10,237,7
208,0,0.00013804499999992004,0.0,220.0,10,237,8
209,1,0.004992535999999825,0.0,221.0,10,237,8
210,2,0.005038528999999903,0.0,222.0,10,237,8
211,3,0.00506534599999986,0.0,223.0,10,237,8
212,4,0.005088781999999847,0.0,224.0,10,237,8
213,5,0.005111831999999872,0.0,225.0,10,237,8
214,6,0.005134556000000012,0.0,226.0,10,237,8
215,7,0.005157785999999831,0.0,227.0,10,237,8
216,8,0.005180540999999872,0.0,228.0,10,237,8
217,9,0.005204184999999972,0.0,229.0,10,237,8
218,10,0.005227836999999846,0.0,230.0,10,237,8
219,11,0.005252102000000036,0.0,231.0,10,237,8
220,12,0.0052760179999999934,0.0,232.0,10,237,8
221,13,0.005299825000000036,0.0,233.0,10,237,8
222,14,0.005324141999999865,0.0,234.0,10,237,8
223,15,0.005349147999999859,0.0,235.0,10,237,8
224,16,0.0053741389999999445,0.0,236.0,10,237,8
225,17,0.005399624999999908,1.0,238.0,10,237,8
226,18,0.005433516999999943,1.0,239.0,10,237,8
227,19,0.005461355999999862,1.0,240.0,10,237,8
228,20,0.005488428999999906,1.0,241.0,10,237,8
229,21,0.005516395999999979,1.0,242.0,10,237,8
230,22,0.005544405999999835,1.0,243.0,10,237,8
231,23,0.005576426999999828,1.0,244.0,10,237,8
232,24,0.0056072969999998445,1.0,245.0,10,237,8
233,25,0.005638575999999951,0.0,246.0,10,237,8
234,0,0.00013804499999992004,0.0,247.0,10,237,9
235,1,0.004992535999999825,1.0,249.0,10,237,9
236,2,0.005038528999999903,1.0,250.0,10,237,9
237,3,0.00506534599999986,2.0,252.0,10,237,9
238,4,0.005088781999999847,2.0,253.0,10,237,9
239,5,0.005111831999999872,2.0,254.0,10,237,9
240,6,0.005134556000000012,2.0,255.0,10,237,9
241,7,0.005157785999999831,2.0,256.0,10,237,9
242,8,0.005180540999999872,2.0,257.0,10,237,9
243,9,0.005204184999999972,2.0,258.0,10,237,9
244,10,0.005227836999999846,2.0,259.0,10,237,9
245,11,0.005252102000000036,2.0,260.0,10,237,9
246,12,0.0052760179999999934,2.0,261.0,10,237,9
247,13,0.005299825000000036,2.0,262.0,10,237,9
248,14,0.005324141999999865,2.0,263.0,10,237,9
249,15,0.005349147999999859,2.0,264.0,10,237,9
250,16,0.0053741389999999445,2.0,265.0,10,237,9
251,17,0.005399624999999908,2.0,266.0,10,237,9
252,18,0.005433516999999943,2.0,267.0,10,237,9
253,19,0.005461355999999862,2.0,268.0,10,237,9
254,20,0.005488428999999906,2.0,269.0,10,237,9
255,21,0.005516395999999979,2.0,270.0,10,237,9
256,22,0.005544405999999835,3.0,272.0,10,237,9
257,23,0.005576426999999828,3.0,273.0,10,237,9
258,24,0.0056072969999998445,3.0,274.0,10,237,9
259,25,0.005638575999999951,5.0,276.0,10,237,9
260,0,0.00013804499999992004,5.0,277.0,10,237,10
261,1,0.004992535999999825,5.0,278.0,10,237,10
262,2,0.005038528999999903,1.0,279.0,10,237,10
263,3,0.00506534599999986,1.0,280.0,10,237,10
264,4,0.005088781999999847,1.0,281.0,10,237,10
265,5,0.005111831999999872,1.0,282.0,10,237,10
266,6,0.005134556000000012,1.0,283.0,10,237,10
267,7,0.005157785999999831,1.0,284.0,10,237,10
268,8,0.005180540999999872,1.0,285.0,10,237,10
269,9,0.005204184999999972,1.0,286.0,10,237,10
270,10,0.005227836999999846,1.0,287.0,10,237,10
271,11,0.005252102000000036,2.0,289.0,10,237,10
272,12,0.0052760179999999934,2.0,290.0,10,237,10
273,13,0.005299825000000036,2.0,291.0,10,237,10
274,14,0.005324141999999865,2.0,292.0,10,237,10
275,15,0.005349147999999859,2.0,293.0,10,237,10
276,16,0.0053741389999999445,2.0,294.0,10,237,10
277,17,0.005399624999999908,2.0,295.0,10,237,10
278,18,0.005433516999999943,2.0,296.0,10,237,10
279,19,0.005461355999999862,2.0,297.0,10,237,10
280,20,0.005488428999999906,2.0,298.0,10,237,10
281,21,0.005516395999999979,2.0,299.0,10,237,10
282,22,0.005544405999999835,2.0,300.0,10,237,10
283,23,0.005576426999999828,2.0,301.0,10,237,10
284,24,0.0056072969999998445,2.0,302.0,10,237,10
285,25,0.005638575999999951,2.0,303.0,10,237,10
