,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,0.0019712290000000188,2.0,100.0,False,100,0.1,1900
1,1,2.7883818729999996,10.0,202.0,False,100,0.1,1900
2,2,5.82035115,10.0,303.0,False,100,0.1,1900
3,3,8.861033122,10.0,404.0,False,100,0.1,1900
4,4,11.870144565,10.0,505.0,False,100,0.1,1900
5,5,14.928674281000001,10.0,606.0,False,100,0.1,1900
6,6,17.993505212000002,10.0,707.0,False,100,0.1,1900
7,7,21.066056064,10.0,808.0,False,100,0.1,1900
8,8,24.12026841,10.0,909.0,False,100,0.1,1900
9,9,27.177565497000003,10.0,1010.0,False,100,0.1,1900
10,10,30.246359877000003,10.0,1111.0,False,100,0.1,1900
11,11,33.392518828,10.0,1212.0,False,100,0.1,1900
12,12,36.468991859999996,10.0,1313.0,False,100,0.1,1900
13,13,39.522525038,10.0,1414.0,False,100,0.1,1900
14,14,42.567916126,10.0,1515.0,False,100,0.1,1900
15,15,45.646288737,10.0,1616.0,False,100,0.1,1900
16,16,48.730495829999995,10.0,1717.0,False,100,0.1,1900
17,17,51.810767281,10.0,1818.0,False,100,0.1,1900
18,18,54.905588335,10.0,1919.0,False,100,0.1,1900
19,19,57.985716739,10.0,2020.0,False,100,0.1,1900
20,20,61.04206658,10.0,2121.0,False,100,0.1,1900
21,21,64.100700135,10.0,2222.0,False,100,0.1,1900
22,22,67.19866181,10.0,2323.0,False,100,0.1,1900
23,23,70.253682073,10.0,2424.0,False,100,0.1,1900
24,24,73.383590473,10.0,2525.0,False,100,0.1,1900
25,25,76.453537816,10.0,2626.0,False,100,0.1,1900
26,26,79.547599199,10.0,2727.0,False,100,0.1,1900
27,27,82.632614341,10.0,2828.0,False,100,0.1,1900
28,28,85.714289524,10.0,2929.0,False,100,0.1,1900
29,29,88.773128741,10.0,3030.0,False,100,0.1,1900
30,30,91.989111425,10.0,3131.0,False,100,0.1,1900
31,31,95.201960429,10.0,3232.0,False,100,0.1,1900
32,32,98.267508388,10.0,3333.0,False,100,0.1,1900
33,33,101.333834655,10.0,3434.0,False,100,0.1,1900
34,34,104.409456492,10.0,3535.0,False,100,0.1,1900
35,35,107.463440798,10.0,3636.0,False,100,0.1,1900
36,36,110.56283152099999,10.0,3737.0,False,100,0.1,1900
37,37,113.650419034,10.0,3838.0,False,100,0.1,1900
38,38,116.774084519,10.0,3939.0,False,100,0.1,1900
39,39,119.827084504,10.0,4040.0,False,100,0.1,1900
40,40,122.928978266,10.0,4141.0,False,100,0.1,1900
41,41,125.97370776,10.0,4242.0,False,100,0.1,1900
42,42,129.049585686,10.0,4343.0,False,100,0.1,1900
43,43,132.09345576400003,10.0,4444.0,False,100,0.1,1900
44,44,135.175288639,10.0,4545.0,False,100,0.1,1900
45,45,138.26122775300001,10.0,4646.0,False,100,0.1,1900
46,46,141.32968081,10.0,4747.0,False,100,0.1,1900
47,47,144.39279972600002,10.0,4848.0,False,100,0.1,1900
48,48,147.445955692,10.0,4949.0,False,100,0.1,1900
49,49,150.49497227100002,10.0,5050.0,False,100,0.1,1900
50,50,153.693549318,10.0,5151.0,False,100,0.1,1900
51,51,156.757174418,10.0,5252.0,False,100,0.1,1900
52,52,159.89032445,10.0,5353.0,False,100,0.1,1900
53,53,162.93000739800001,10.0,5454.0,False,100,0.1,1900
54,54,165.967512704,10.0,5555.0,False,100,0.1,1900
55,55,169.030059048,10.0,5656.0,False,100,0.1,1900
56,56,172.07211784400002,10.0,5757.0,False,100,0.1,1900
57,57,175.12500906900001,10.0,5858.0,False,100,0.1,1900
58,58,178.17798704100002,10.0,5959.0,False,100,0.1,1900
59,59,181.21327473300002,10.0,6060.0,False,100,0.1,1900
60,60,184.250550137,10.0,6161.0,False,100,0.1,1900
61,61,187.318828569,10.0,6262.0,False,100,0.1,1900
62,62,190.36593826200001,10.0,6363.0,False,100,0.1,1900
63,63,193.412442884,10.0,6464.0,False,100,0.1,1900
64,64,196.471517242,10.0,6565.0,False,100,0.1,1900
65,65,199.53821413400001,10.0,6666.0,False,100,0.1,1900
66,66,202.58632099300002,10.0,6767.0,False,100,0.1,1900
67,67,205.634710269,10.0,6868.0,False,100,0.1,1900
68,68,208.701842325,10.0,6969.0,False,100,0.1,1900
69,69,211.836809544,10.0,7070.0,False,100,0.1,1900
70,70,214.96152832500002,10.0,7171.0,False,100,0.1,1900
71,71,218.005779533,10.0,7272.0,False,100,0.1,1900
72,72,221.0474757,10.0,7373.0,False,100,0.1,1900
73,73,224.08580099300002,10.0,7474.0,False,100,0.1,1900
74,74,227.133030311,10.0,7575.0,False,100,0.1,1900
75,75,230.19934207300003,10.0,7676.0,False,100,0.1,1900
76,76,233.24664540400002,10.0,7777.0,False,100,0.1,1900
77,77,236.28666838,10.0,7878.0,False,100,0.1,1900
78,78,239.318539485,10.0,7979.0,False,100,0.1,1900
79,79,242.350621842,10.0,8080.0,False,100,0.1,1900
80,80,245.41916646,10.0,8181.0,False,100,0.1,1900
81,81,248.509939534,10.0,8282.0,False,100,0.1,1900
82,82,251.549483677,10.0,8383.0,False,100,0.1,1900
83,83,254.591485888,10.0,8484.0,False,100,0.1,1900
84,84,257.630331065,10.0,8585.0,False,100,0.1,1900
85,85,260.719111984,10.0,8686.0,False,100,0.1,1900
86,86,263.76272285299996,10.0,8787.0,False,100,0.1,1900
87,87,266.800752059,10.0,8888.0,False,100,0.1,1900
88,88,269.826067093,10.0,8989.0,False,100,0.1,1900
89,89,272.916195219,10.0,9090.0,False,100,0.1,1900
90,90,276.03074602099997,10.0,9191.0,False,100,0.1,1900
91,91,279.06705587299996,10.0,9292.0,False,100,0.1,1900
92,92,282.10103558,10.0,9393.0,False,100,0.1,1900
93,93,285.135877525,10.0,9494.0,False,100,0.1,1900
94,94,288.180617925,10.0,9595.0,False,100,0.1,1900
95,95,291.22296611999997,10.0,9696.0,False,100,0.1,1900
96,96,294.25472707299997,10.0,9797.0,False,100,0.1,1900
97,97,297.297477248,10.0,9898.0,False,100,0.1,1900
98,98,300.323966219,10.0,9999.0,False,100,0.1,1900
99,99,303.348756288,10.0,10100.0,False,100,0.1,1900
100,100,306.36802058,10.0,10201.0,False,100,0.1,1900
101,101,309.41458394899996,10.0,10302.0,False,100,0.1,1900
102,102,312.44441889,10.0,10403.0,False,100,0.1,1900
103,103,315.492936248,10.0,10504.0,False,100,0.1,1900
104,104,318.532608521,10.0,10605.0,False,100,0.1,1900
105,105,321.568796189,10.0,10706.0,False,100,0.1,1900
106,106,324.608394177,10.0,10807.0,False,100,0.1,1900
107,107,327.64664416799997,10.0,10908.0,False,100,0.1,1900
108,108,330.67628073099996,10.0,11009.0,False,100,0.1,1900
109,109,333.914008379,10.0,11110.0,False,100,0.1,1900
110,110,336.95288518399997,10.0,11211.0,False,100,0.1,1900
111,111,339.984309088,10.0,11312.0,False,100,0.1,1900
112,112,343.02062787299997,10.0,11413.0,False,100,0.1,1900
113,113,346.04795238099996,10.0,11514.0,False,100,0.1,1900
114,114,349.102119479,10.0,11615.0,False,100,0.1,1900
115,115,352.150094034,10.0,11716.0,False,100,0.1,1900
116,116,355.17791800199996,10.0,11817.0,False,100,0.1,1900
