,Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters
61,1,0.3442085799999999,59.0,1602.0,False,800,0.1,19
62,2,0.7015462529999998,56.0,2404.0,False,800,0.1,19
63,3,1.0542751659999998,52.0,3206.0,False,800,0.1,19
64,4,1.4074660490000002,51.0,4008.0,False,800,0.1,19
65,5,1.7620002359999998,50.0,4810.0,False,800,0.1,19
66,6,2.12319715,50.0,5611.0,False,800,0.1,19
67,7,2.479074097,50.0,6412.0,False,800,0.1,19
68,8,2.8723908379999994,50.0,7213.0,False,800,0.1,19
69,9,3.2344940269999993,50.0,8014.0,False,800,0.1,19
70,10,3.5887731249999995,50.0,8815.0,False,800,0.1,19
71,11,3.949397126,50.0,9616.0,False,800,0.1,19
72,12,4.311940195,50.0,10417.0,False,800,0.1,19
73,13,4.670323395,50.0,11218.0,False,800,0.1,19
74,14,5.027828647,50.0,12019.0,False,800,0.1,19
75,15,5.382427356,50.0,12820.0,False,800,0.1,19
76,16,5.7361612509999995,50.0,13621.0,False,800,0.1,19
77,17,6.091989979,50.0,14422.0,False,800,0.1,19
78,18,6.451630269999999,50.0,15223.0,False,800,0.1,19
79,19,6.80922636,50.0,16024.0,False,800,0.1,19
80,0,0.008615939999999878,65.0,1600.0,False,1600,0.1,19
81,1,0.3442085799999999,55.0,3202.0,False,1600,0.1,19
82,2,0.7015462529999998,54.0,4804.0,False,1600,0.1,19
83,3,1.0542751659999998,53.0,6406.0,False,1600,0.1,19
84,4,1.4074660490000002,50.0,8008.0,False,1600,0.1,19
85,5,1.7620002359999998,50.0,9609.0,False,1600,0.1,19
86,6,2.12319715,50.0,11210.0,False,1600,0.1,19
87,7,2.479074097,50.0,12811.0,False,1600,0.1,19
88,8,2.8723908379999994,50.0,14412.0,False,1600,0.1,19
89,9,3.2344940269999993,50.0,16013.0,False,1600,0.1,19
90,10,3.5887731249999995,50.0,17614.0,False,1600,0.1,19
91,11,3.949397126,50.0,19215.0,False,1600,0.1,19
92,12,4.311940195,50.0,20816.0,False,1600,0.1,19
93,13,4.670323395,50.0,22417.0,False,1600,0.1,19
94,14,5.027828647,50.0,24018.0,False,1600,0.1,19
95,15,5.382427356,50.0,25619.0,False,1600,0.1,19
96,16,5.7361612509999995,50.0,27220.0,False,1600,0.1,19
97,17,6.091989979,50.0,28821.0,False,1600,0.1,19
98,18,6.451630269999999,50.0,30422.0,False,1600,0.1,19
99,19,6.80922636,50.0,32023.0,False,1600,0.1,19
100,0,0.008615939999999878,65.0,3200.0,False,3200,0.1,19
101,1,0.3442085799999999,56.0,6402.0,False,3200,0.1,19
102,2,0.7015462529999998,52.0,9604.0,False,3200,0.1,19
103,3,1.0542751659999998,51.0,12806.0,False,3200,0.1,19
104,4,1.4074660490000002,50.0,16008.0,False,3200,0.1,19
105,5,1.7620002359999998,50.0,19209.0,False,3200,0.1,19
106,6,2.12319715,50.0,22410.0,False,3200,0.1,19
107,7,2.479074097,50.0,25611.0,False,3200,0.1,19
108,8,2.8723908379999994,50.0,28812.0,False,3200,0.1,19
109,9,3.2344940269999993,50.0,32013.0,False,3200,0.1,19
110,10,3.5887731249999995,50.0,35214.0,False,3200,0.1,19
111,11,3.949397126,50.0,38415.0,False,3200,0.1,19
112,12,4.311940195,50.0,41616.0,False,3200,0.1,19
113,13,4.670323395,50.0,44817.0,False,3200,0.1,19
114,14,5.027828647,50.0,48018.0,False,3200,0.1,19
115,15,5.382427356,50.0,51219.0,False,3200,0.1,19
116,16,5.7361612509999995,50.0,54420.0,False,3200,0.1,19
117,17,6.091989979,50.0,57621.0,False,3200,0.1,19
118,18,6.451630269999999,50.0,60822.0,False,3200,0.1,19
119,19,6.80922636,50.0,64023.0,False,3200,0.1,19
